Reporting Period,Project Number,Legacy Project Number,CESIR Number,Street Address,City,County,State,ZIP Code,Incorporated Municipality,Municipality Type,Census Tract,NYS Disadvantaged Community Status,Climate and Economic Justice Screening Tool Status,Sector,Program Type,Solicitation,Electric Utility,Purchase Type,Date Application Received,Date Completed,Project Status,Contractor,Minority or Women Owned Business Enterprise (MWBE),Primary Inverter Manufacturer,Primary Inverter Model Number,Total Inverter Quantity,Primary PV Module Manufacturer,PV Module Model Number,Total PV Module Quantity,Project Cost,Total NYSERDA Incentive,Affordable Solar Residential Adder,Affordable Multifamily Housing Incentive,Community Adder,Inclusive Community Solar Adder,Expanded Solar For All Adder,Brownfield/Landfill Adder,Canopy Adder,Floating Solar Adder,Prevailing Wage Adder,Total Nameplate kW DC,Expected KWh Annual Production,Remote Net Metering,Community Distributed Generation,Green Jobs Green New York Participant,Latitude,Longitude,Georeference
1/31/2026,0001014741,,,,Rochester,Monroe,NY,14609,Irondequoit,Town,36055011100,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,12/9/2025,,Pipeline,,No,"Enphase Energy, Inc.",IQ8MC-72-M-US {240V},22,"Jinko Solar Co., Ltd",JKM425N-54HL4-B,22,"$33,660.00 ","$7,480.00 ","$6,077.50 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,9.35,"8,836.00",,No,No,43.1738706,-77.5431522,POINT (-77.5431522 43.1738706)
1/31/2026,0000958569,,,,Rochester,Monroe,NY,14621,Rochester,City,36055008200,Inside a NYS DAC,Inside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,8/12/2025,10/31/2025,Complete,NYS Essential Power,No,Enphase Energy Inc.,IQ8MC-72-2-US {240V},12,"Jinko Solar Co., Ltd",JKM425N-54HL4-B,12,"$19,000.00 ","$4,080.00 ","$3,315 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,5.1,"5,913.00",,No,Yes,43.1845395,-77.5791469,POINT (-77.5791469 43.1845395)
1/31/2026,0000952996,,,,Rochester,Monroe,NY,14622,Irondequoit,Town,36055010902,Inside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,7/29/2025,10/7/2025,Complete,3rd ROC Solar LLC,No,SolarEdge Technologies Ltd.,SE7600H-US {240V},1,"Jinko Solar Co., Ltd",JKM430N-54HL4R-B,18,"$31,292.00 ","$6,192.00 ","$5,031 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,7.74,"8,815.00",,No,No,43.197105,-77.5516421,POINT (-77.5516421 43.197105)
1/31/2026,0000891219,,,,Rochester,Monroe,NY,14609,Rochester,City,36055006000,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,3/11/2025,5/14/2025,Complete,3rd ROC Solar LLC,No,SolarEdge Technologies Ltd.,SE7600H-US [240V],1,Silfab Solar Inc.,SIL-430QD,14,"$20,619.00 ","$4,816.00 ","$3,612 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,6.02,"5,248.00",,No,Yes,43.1638639,-77.5581577,POINT (-77.5581577 43.1638639)
1/31/2026,0000891097,,,,Lyndonville,Orleans,NY,14098,Yates,Town,36073401200,Inside a NYS DAC,Inside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,3/7/2025,8/6/2025,Complete,NYS Essential Power,No,Enphase Energy Inc.,IQ8MC-72-2-US [240V],36,"Jinko Solar Co., Ltd",JKM425N-54HL4-B,36,"$58,625.00 ","$12,240.00 ","$9,180 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,15.3,"12,282.00",,No,No,43.3440938,-78.3604016,POINT (-78.3604016 43.3440938)
1/31/2026,0001016253,,,,Rush,Monroe,NY,14543,Rush,Town,36055013300,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,12/12/2025,,Pipeline,,No,"Enphase Energy, Inc.",IQ8MC-72-M-US {240V},14,"Jinko Solar Co., Ltd",JKM425N-54HL4-B,14,"$22,790.00 ","$4,760.00 ","$3,867.50 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,5.95,"5,636.00",,No,No,42.9713291,-77.6731429,POINT (-77.6731429 42.9713291)
1/31/2026,0001002980,,,,Rochester,Monroe,NY,14609,Rochester,City,36055005400,Inside a NYS DAC,Inside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,10/28/2025,11/24/2025,Complete,3rd ROC Solar LLC,No,SolarEdge Technologies Ltd.,SE7600H-US {240V},1,"Jinko Solar Co., Ltd",JKM430N-54HL4R-B,19,"$28,746.00 ","$6,536.00 ","$5,310.50 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,8.17,"8,899.00",,No,Yes,43.173527,-77.5680322,POINT (-77.5680322 43.173527)
1/31/2026,0000104755,,,,Rochester,Monroe,NY,14609,Rochester,City,36055008301,Inside a NYS DAC,Inside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,1/2/2018,1/10/2018,Complete,"You Save Green, Inc",No,SolarEdge Technologies Ltd.,SE3800 (240V),2,REC Solar,REC280TP BLK,58,"$44,895.00 ","$7,784.00 ","$2,100 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,16.24,"17,596.00",,No,Yes,43.1817958,-77.5670604,POINT (-77.5670604 43.1817958)
1/31/2026,0000828670,,,,Phelps,Ontario,NY,14532,Phelps,Town,36069050400,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Lease,11/30/2024,2/14/2025,Complete,"PlugPV, LLC",No,Enphase Energy Inc.,IQ8PLUS-72-2-US [240V],18,"Jinko Solar Co., Ltd",JKM425N-54HL4-B,18,"$30,891.00 ","$6,120.00 ","$4,590 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,7.65,"7,982.00",,No,No,42.9570578,-77.047327,POINT (-77.047327 42.9570578)
1/31/2026,0000826556,,,,Rochester,Monroe,NY,14611,Rochester,City,36055007000,Inside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,11/26/2024,1/23/2025,Complete,NYS Essential Power,No,Enphase Energy Inc.,IQ8H-240-72-M-US [240V],12,Qcells North America,Q.PEAK DUO XL-G10.d/BFG 490,12,"$23,865.00 ","$4,704.00 ","$3,528 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,5.88,"5,480.00",,No,Yes,43.1287398,-77.6386883,POINT (-77.6386883 43.1287398)
1/31/2026,0000750185,,,,Honeoye Falls,Monroe,NY,14472,Rush,Town,36055013300,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,5/4/2024,8/26/2024,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,Enphase Energy Inc.,IQ8M-72-2-US [240V],39,Hanwha Q CELLS,Q.TRON BLK M-G2+ 425,39,"$45,502.09 ","$13,260.00 ","$9,945 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,16.57,"17,560.00",,No,No,42.9713291,-77.6731429,POINT (-77.6731429 42.9713291)
1/31/2026,0000980746,,,,Rochester,Monroe,NY,14609,Irondequoit,Town,36055011100,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,10/15/2025,,Pipeline,,No,"Enphase Energy, Inc.",IQ8MC-72-M-US {240V},19,JA Solar,JAM54D41-440/MB,19,"$43,070.01 ","$6,688.00 ","$5,434 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,8.36,"9,644.00",,No,Yes,43.1738706,-77.5431522,POINT (-77.5431522 43.1738706)
1/31/2026,0000852893,,,,Rochester,Monroe,NY,14619,Rochester,City,36055006300,Inside a NYS DAC,Inside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,12/21/2024,7/24/2025,Complete,NYS Essential Power,No,Enphase Energy Inc.,IQ8H-240-72-M-US [240V],10,Qcells North America,Q.PEAK DUO XL-G10.3/BFG 490,10,"$20,858.00 ","$2,587.00 ","$1,940.40 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,4.9,"3,977.00",,No,Yes,43.1445622,-77.6421952,POINT (-77.6421952 43.1445622)
1/31/2026,0000960740,,,,Rochester,Monroe,NY,14609,Irondequoit,Town,36055011000,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,8/16/2025,11/10/2025,Complete,NYS Essential Power,No,Enphase Energy Inc.,IQ8M-72-2-US {240V},9,"Jinko Solar Co., Ltd",JKM425N-54HL4-B,9,"$17,964.00 ","$3,060.00 ","$2,486.25 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,3.82,"3,774.00",,No,No,43.1885104,-77.535297,POINT (-77.535297 43.1885104)
1/31/2026,0000072399,,,,Rochester,Monroe,NY,14617,Irondequoit,Town,36055010500,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,10/25/2016,1/13/2017,Complete,Renewable Rochester LLC,No,SunPower,SPR-E20-327-C-AC,14,SunPower,SPR-E20-327-C-AC,14,"$19,693.00 ","$3,662.00 ","$1,831.20 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,4.58,"5,066.00",,No,Yes,43.2173186,-77.5795332,POINT (-77.5795332 43.2173186)
1/31/2026,0001009826,,,,Rochester,Monroe,NY,14622,Irondequoit,Town,36055010601,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,11/18/2025,,Pipeline,,No,"Enphase Energy, Inc.",IQ8MC-72-M-US {240V},16,SEG Solar Inc.,SEG-430-BTD-BG,16,"$30,304.00 ","$5,504.00 ","$4,472 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,6.88,"6,492.00",,No,No,43.2048329,-77.5693706,POINT (-77.5693706 43.2048329)
1/31/2026,0001010209,,,,Rochester,Monroe,NY,14617,Irondequoit,Town,36055010400,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,11/20/2025,,Pipeline,,No,"Enphase Energy, Inc.",IQ8MC-72-M-US {240V},11,SEG Solar Inc.,SEG-430-BTD-BG,11,"$41,321.49 ","$2,535.00 ","$2,059.92 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,4.73,"3,903.00",,No,No,43.2034004,-77.6098799,POINT (-77.6098799 43.2034004)
1/31/2026,0000960738,,,,Rochester,Monroe,NY,14621,Rochester,City,36055008100,Inside a NYS DAC,Inside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,8/16/2025,10/31/2025,Complete,NYS Essential Power,No,"Enphase Energy, Inc.",IQ8MC-72-2-US {240V},14,"Jinko Solar Co., Ltd",JKM425N-54HL4-B,14,"$25,000.00 ","$4,760.00 ","$3,867.50 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,5.95,"4,092.00",,No,Yes,43.1894517,-77.5909137,POINT (-77.5909137 43.1894517)
1/31/2026,0000915526,,,,Rochester,Monroe,NY,14609,Rochester,City,36055006000,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,4/29/2025,8/25/2025,Complete,3rd ROC Solar LLC,No,SolarEdge Technologies Ltd.,SE6000 [240V],1,Silfab Solar Inc.,SIL-430QD,14,"$24,231.00 ","$4,816.00 ","$3,913 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,6.02,"5,739.00",,No,Yes,43.1638639,-77.5581577,POINT (-77.5581577 43.1638639)
1/31/2026,0000817966,,,,Rochester,Monroe,NY,14615,Greece,Town,36055014001,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,11/5/2024,11/14/2024,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,Enphase Energy Inc.,IQ8MC-72-2-US [240V],26,Qcells North America,Q.TRON BLK M-G2+ 425,26,"$33,776.00 ","$8,840.00 ","$6,630 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,11.05,"11,930.00",,No,No,43.2310289,-77.677947,POINT (-77.677947 43.2310289)
1/31/2026,0000974228,,,,Canandaigua,Ontario,NY,14424,Canandaigua,Town,36069050601,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,9/17/2025,10/3/2025,Complete,"Empire Solar Solutions, LLC",No,"Enphase Energy, Inc.",IQ8MC-72-M-US {240V},40,"HD HYUNDAI ENERGY SOLUTIONS CO., LTD.",HiN-T435NF(BK),40,"$53,000.00 ","$13,920.00 ","$11,310 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,17.4,"16,568.00",,No,No,42.8192928,-77.3177346,POINT (-77.3177346 42.8192928)
1/31/2026,0000243556,,,,Rochester,Monroe,NY,14609,Irondequoit,Town,36055011000,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,6/4/2020,12/31/2020,Complete,Renewable Rochester LLC,No,Altenergy Power System Inc.,YC600 [240V],18,Silfab Solar Inc.,SIL320NL,34,"$30,800.00 ","$8,308.00 ","$4,500 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,10.88,"11,912.00",,No,Yes,43.1885104,-77.535297,POINT (-77.535297 43.1885104)
1/31/2026,0000079630,,,,Rochester,Monroe,NY,14619,Rochester,City,36055006300,Inside a NYS DAC,Inside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Lease,5/1/2017,7/31/2017,Complete,GRID Alternatives,No,SMA America,SB3000TL-US-22 (240V),1,SunPower,SPR-E20-327,10,"$15,831.38 ","$2,616.00 ","$1,308 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,3.27,"3,925.00",,No,No,43.1445622,-77.6421952,POINT (-77.6421952 43.1445622)
1/31/2026,0000076252,,,,Savannah,Wayne,NY,13146,Butler,Town,36117021600,Inside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,1/19/2017,3/13/2017,Complete,"Paradise Energy Solutions, LLC",No,SMA America,SB6000TL-US-22 (240V),1,AXITEC,AC-310P/156-72S,26,"$28,470.00 ","$5,624.00 ","$2,400 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,8.06,"10,309.00",,No,No,43.1712677,-76.8325485,POINT (-76.8325485 43.1712677)
1/31/2026,0000060847,4947-86553,,,Waterloo,Seneca,NY,13165,Waterloo,Town,36099950500,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,1/12/2016,7/12/2016,Complete,Finger Lakes Power Systems LLC DBA QwikSolar,No,Fronius USA,Fronius Primo 10.0-1 240Vac,1,Kyocera Solar,KD250GX-LFB2,36,"$30,429.00 ","$7,500.00 ","$3,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,9,"8,745.00",No,No,Yes,42.9303542,-76.8789131,POINT (-76.8789131 42.9303542)
1/31/2026,0000826465,,,,Williamson,Wayne,NY,14589,Sodus,Town,36117020800,Inside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,12/5/2024,1/23/2025,Complete,NYS Essential Power,No,Enphase Energy Inc.,IQ8MC-72-M-US [240V],30,"Jinko Solar Co., Ltd",JKM425N-54HL4-B,30,"$58,650.00 ","$10,200.00 ","$7,650 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,12.75,"13,288.00",,No,Yes,43.2572302,-77.0421653,POINT (-77.0421653 43.2572302)
1/31/2026,0000964827,,,,Rochester,Monroe,NY,14611,Rochester,City,36055008702,Inside a NYS DAC,Inside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,8/27/2025,10/7/2025,Complete,3rd ROC Solar LLC,No,SolarEdge Technologies Ltd.,SE10000H-US {240V},1,"Jinko Solar Co., Ltd",JKM430N-54HL4R-B,23,"$30,978.00 ","$7,912.00 ","$6,428.50 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,9.89,"10,119.00",,No,No,43.1505481,-77.6617317,POINT (-77.6617317 43.1505481)
1/31/2026,0000515552,,,,Waterloo,Seneca,NY,13165,Tyre,Town,36099950100,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,10/6/2022,12/5/2022,Complete,Finger Lakes Power Systems LLC DBA QwikSolar,No,SolarEdge Technologies Ltd.,SE11400H-US [240V],1,"CSI Solar Co., Ltd.",CS3Y-480MB-AG,26,"$44,477.80 ","$9,984.00 ","$4,992 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,12.48,"14,072.00",,No,Yes,42.9849056,-76.8452011,POINT (-76.8452011 42.9849056)
1/31/2026,0001011686,,,,Fairport,Monroe,NY,14450,Perinton,Town,36055011706,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,11/25/2025,1/5/2026,Complete,3rd ROC Solar LLC,No,"Generac Power Systems, Inc.",PM-820 {240V},13,Silfab Solar Inc.,SIL-440QD,25,"$38,720.00 ","$8,800.00 ","$7,150 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,11,0,,No,Yes,43.0618958,-77.4494533,POINT (-77.4494533 43.0618958)
1/31/2026,0000926250,,,,Penn Yan,Yates,NY,14527,Torrey,Town,36123150100,Inside a NYS DAC,Inside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Lease,5/22/2025,9/22/2025,Complete,NYS Essential Power,No,Enphase Energy Inc.,IQ8MC-72-2-US [240V],25,"Jinko Solar Co., Ltd",JKM425N-54HL4-B,25,"$63,905.00 ","$8,500.00 ","$6,906.25 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,10.62,"10,454.00",,No,No,42.6034394,-76.948305,POINT (-76.948305 42.6034394)
1/31/2026,0000943464,,,,Dansville,Livingston,NY,14437,North Dansville,Town,36051031400,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,7/4/2025,10/30/2025,Complete,NYS Essential Power,No,Enphase Energy Inc.,IQ8MC-72-2-US [240V],15,"Jinko Solar Co., Ltd",JKM425N-54HL4-B,15,"$30,073.00 ","$5,100.00 ","$4,143.75 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,6.37,"6,762.00",,No,Yes,42.5607117,-77.6959116,POINT (-77.6959116 42.5607117)
1/31/2026,0000074716,,,,Bloomfield,Ontario,NY,14469,Bristol,Town,36069052100,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,11/30/2016,1/6/2017,Complete,Finger Lakes Power Systems LLC DBA QwikSolar,No,Fronius USA,Fronius Primo 11.4-1 208Vac,1,Trina Solar,TSM-280DD05A.05(II),40,"$24,814.34 ","$6,880.00 ","$2,400 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,11.2,"11,471.00",,No,No,42.73824,-77.4157589,POINT (-77.4157589 42.73824)
1/31/2026,0000943497,,,,Waterport,Orleans,NY,14571,Carlton,Town,36073401200,Inside a NYS DAC,Inside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,7/3/2025,9/11/2025,Complete,NYS Essential Power,No,Enphase Energy Inc.,IQ8MC-72-2-US [240V],8,"Jinko Solar Co., Ltd",JKM425N-54HL4-B,8,"$39,020.00 ","$2,720.00 ","$2,210 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,3.4,0,,No,No,43.3440938,-78.3604016,POINT (-78.3604016 43.3440938)
1/31/2026,0001009700,,,,Bloomfield,Ontario,NY,14469,West Bloomfield,Town,36069050500,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,11/18/2025,,Pipeline,,No,"Enphase Energy, Inc.",IQ8MC-72-M-US {240V},31,SEG Solar Inc.,SEG-430-BTD-BG,31,"$51,383.00 ","$10,664.00 ","$8,664.50 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,13.33,"12,819.00",,No,Yes,42.891434,-77.455276,POINT (-77.455276 42.891434)
1/31/2026,0000324549,,,,Sodus,Wayne,NY,14551,Sodus,Town,36117020900,Inside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,8/4/2021,3/15/2022,Complete,Halco Renewable Energy (dba for Halcyon),No,Altenergy Power System Inc.,QS1 [240V],6,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,18,"$18,360.00 ","$4,896.00 ","$2,754 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,6.12,"7,119.00",,No,No,43.1966071,-77.0535519,POINT (-77.0535519 43.1966071)
1/31/2026,0001007537,,,,Ontario,Wayne,NY,14519,Ontario,Town,36117020101,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Lease,12/10/2025,,Pipeline,,No,"Enphase Energy, Inc.",IQ8MC-72-M-US {240V},10,"HD HYUNDAI ENERGY SOLUTIONS CO., LTD.",HiS-T440NF(BK),10,"$24,159.00 ","$3,520.00 ","$2,860 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,4.4,"5,155.00",,No,No,43.2455273,-77.3159582,POINT (-77.3159582 43.2455273)
1/31/2026,0000097355,,,,Savannah,Wayne,NY,13146,Butler,Town,36117021600,Inside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,9/19/2017,11/14/2017,Complete,Upstate Alternative Energy,No,Enphase Energy Inc.,IQ6PLUS-72-X-US (240V),40,Hanwha Q CELLS,Q.PLUS L-G4.2 340W,40,"$38,000.00 ","$7,840.00 ","$2,400 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,13.6,"16,873.00",,No,Yes,43.1712677,-76.8325485,POINT (-76.8325485 43.1712677)
1/31/2026,0000455873,,,,Rochester,Monroe,NY,14609,Rochester,City,36055006000,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,4/26/2022,4/17/2023,Complete,Halco Renewable Energy (dba for Halcyon),No,Hanwha Q CELLS,Q.PEAK DUO BLK-G10+/AC 360 [240V],24,Hanwha Q CELLS,Q.PEAK DUO BLK-G10+ 360,24,"$25,296.00 ","$6,912.00 ","$2,592 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,8.64,"9,596.00",,No,Yes,43.1638639,-77.5581577,POINT (-77.5581577 43.1638639)
1/31/2026,0001017523,,,,Interlaken,Seneca,NY,14847,Covert,Town,36099951000,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,12/17/2025,,Pipeline,,No,SolarEdge Technologies Ltd.,SE7600H-US {240V},2,Silfab Solar Inc.,SIL-440QD,48,"$50,694.01 ","$16,896.00 ","$13,728 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,21.12,"18,716.00",,No,Yes,42.5844045,-76.6966089,POINT (-76.6966089 42.5844045)
1/31/2026,0000121581,,,,Scottsville,Monroe,NY,14546,Wheatland,Town,36055014700,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,5/31/2018,9/24/2018,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,SolarEdge Technologies Ltd.,SE5000H-US [240V],1,Hanwha Q CELLS,Q.PEAK-G4.1 305,20,"$16,653.00 ","$4,235.00 ","$2,100 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,6.1,"6,368.00",,No,Yes,43.0092222,-77.8159281,POINT (-77.8159281 43.0092222)
1/31/2026,0001007904,,,,Rochester,Monroe,NY,14626,Greece,Town,36055014001,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Lease,11/11/2025,,Pipeline,,No,"Enphase Energy, Inc.",IQ8MC-72-M-US {240V},13,SEG Solar Inc.,SEG-430-BTD-BG,13,"$31,145.00 ","$4,472.00 ","$3,633.50 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,5.59,"6,481.00",,No,No,43.2310289,-77.677947,POINT (-77.677947 43.2310289)
1/31/2026,0000956504,,,,Rochester,Monroe,NY,14622,Irondequoit,Town,36055010902,Inside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,8/5/2025,10/7/2025,Complete,3rd ROC Solar LLC,No,SolarEdge Technologies Ltd.,SE7600H-US {240V},1,"Jinko Solar Co., Ltd",JKM430N-54HL4R-B,18,"$32,879.00 ","$6,192.00 ","$5,031 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,7.74,"7,606.00",,No,No,43.197105,-77.5516421,POINT (-77.5516421 43.197105)
1/31/2026,0000970875,,,,Sodus,Wayne,NY,14551,Sodus,Town,36117020900,Inside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,9/17/2025,,Pipeline,,No,"Enphase Energy, Inc.",IQ8X-80-M-US {240V},24,REC Group,REC460AA Pure-RX,24,"$40,620.00 ","$8,832.00 ","$7,176 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,11.04,"12,663.00",,No,No,43.1966071,-77.0535519,POINT (-77.0535519 43.1966071)
1/31/2026,0000940687,,,,Williamson,Wayne,NY,14589,Williamson,Town,36117020402,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Lease,7/19/2025,1/9/2026,Complete,"PlugPV, LLC",No,Enphase Energy Inc.,IQ8M-72-2-US {240V},69,JA Solar,JAM54D41-440/MB,69,"$155,079.00 ","$20,000.00 ","$16,250 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,30.36,0,,No,No,43.2166408,-77.1967091,POINT (-77.1967091 43.2166408)
